Crash Year,Crash Month,Crash Day,Time of Day,Day of Week,City or Township,Crash: Motorway,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2021+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
2019,October,6,9:00 PM - 10:00 PM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark unlighted,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,November,6,5:00 PM - 6:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,30,Suspected minor injury (B),Motor vehicle driver,38,Female
2019,November,6,7:00 PM - 8:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,45,Suspected minor injury (B),Motor vehicle driver,57,Male
2019,December,6,1:00 PM - 2:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,62,Male
2019,January,7,5:00 PM - 6:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark unlighted,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Male
2019,February,7,11:00 PM - 12:00 midnight,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,35,Fatal injury (K),Motor vehicle driver,36,Male
2019,February,7,4:00 PM - 5:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,February,7,2:00 AM - 3:00 AM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Fatal injury (K),Motor vehicle driver,28,Female
2019,March,7,7:00 PM - 8:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,30,Suspected minor injury (B),Motor vehicle driver,68,Male
2019,March,7,8:00 PM - 9:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,March,7,7:00 PM - 8:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,45,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,April,7,8:00 PM - 9:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,30,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,June,7,4:00 PM - 5:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,64,Female
2019,June,7,10:00 PM - 11:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,25,Suspected minor injury (B),Motor vehicle driver,58,Male
2019,June,7,11:00 PM - 12:00 midnight,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Other / unknown,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,July,7,2:00 AM - 3:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,August,7,1:00 PM - 2:00 PM,Thursday,United Kingdom: Plymouth,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,69,Male
2019,August,7,5:00 PM - 6:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,46,Male
2019,August,7,5:00 PM - 6:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,52,Male
2019,September,7,11:00 PM - 12:00 midnight,Sunday,United Kingdom: Dewsbury,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,27,Female
2019,September,7,5:00 PM - 6:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,39,Female
2019,September,7,12:00 noon - 1:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,31,Female
2019,September,7,5:00 PM - 6:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Suspected serious injury (A),Motor vehicle driver,47,Male
2019,October,7,8:00 AM - 9:00 AM,Tuesday,United Kingdom: Sheffield,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,44,Male
2019,October,7,4:00 PM - 5:00 PM,Tuesday,United Kingdom: Luton,Motorway crash,Hit-and-run,Daylight,Female,30,Suspected minor injury (B),Motor vehicle driver,20,Female
2019,October,7,8:00 AM - 9:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,40,No injury (O),Motor vehicle driver,28,Female
2019,October,7,8:00 AM - 9:00 AM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,35,Female
2019,November,7,7:00 PM - 8:00 PM,Friday,United Kingdom: Highland Park,Non motorway crash,Not hit-and-run,Dark unlighted,Female,35,Suspected serious injury (A),Motor vehicle driver,38,Female
2019,November,7,4:00 PM - 5:00 PM,Friday,United Kingdom: Luton,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,61,Female
2019,November,7,2:00 PM - 3:00 PM,Friday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,26,Female
2019,November,7,6:00 PM - 7:00 PM,Friday,United Kingdom: Derby,Non motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected serious injury (A),Motor vehicle driver,70,Female
2019,November,7,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,54,Male
2019,January,8,8:00 AM - 9:00 AM,Wednesday,United Kingdom: Derby,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,20,Female
2019,January,8,8:00 AM - 9:00 AM,Wednesday,United Kingdom: Derby,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,March,8,3:00 PM - 4:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,61,Female
2019,April,8,5:00 AM - 6:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,76,Female
2019,May,8,9:00 AM - 10:00 AM,Thursday,United Kingdom: Lincoln Twp.,Non motorway crash,Not hit-and-run,Daylight,Female,Female,Suspected serious injury (A),Motor vehicle driver,47,Female
2019,June,8,12:00 midnight - 1:00 AM,Sunday,United Kingdom: Manchester,Non motorway crash,Not hit-and-run,Dark lighted,Female,55,Suspected minor injury (B),Motor vehicle driver,51,Male
2019,June,8,8:00 PM - 9:00 PM,Sunday,United Kingdom: Wolverhampton,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,July,8,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Male
2019,August,8,9:00 PM - 10:00 PM,Friday,United Kingdom: Westland,Non motorway crash,Not hit-and-run,Dark unlighted,Female,40,Possible injury (C),Motor vehicle driver,77,Female
2019,August,8,12:00 midnight - 1:00 AM,Friday,United Kingdom: Westland,Motorway crash,Hit-and-run,Dark lighted,Female,40,Possible injury (C),Motor vehicle driver,28,Female
2019,August,8,5:00 PM - 6:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,28,Female
2019,August,8,5:00 PM - 6:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,28,Female
2019,September,8,11:00 AM - 12:00 noon,Monday,United Kingdom: Lincoln,Non motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,58,Male
2019,September,8,5:00 AM - 6:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,54,Female
2019,September,8,8:00 PM - 9:00 PM,Monday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,58,Female
2019,September,8,3:00 PM - 4:00 PM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,28,Female
2019,September,8,4:00 AM - 5:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,October,8,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Thursk,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,54,Male
2019,November,8,7:00 PM - 8:00 PM,Saturday,United Kingdom: East London,Non motorway crash,Hit-and-run,Dark lighted,Female,40,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,December,8,8:00 PM - 9:00 PM,Monday,United Kingdom: Thursk,Motorway crash,Not hit-and-run,Dark lighted,Female,25,No injury (O),Motor vehicle driver,41,Male
2019,December,8,7:00 PM - 8:00 PM,Monday,United Kingdom: Westland,Non motorway crash,Not hit-and-run,Dark lighted,Female,45,Fatal injury (K),Motor vehicle driver,89,Male
2019,December,8,6:00 PM - 7:00 PM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,January,9,2:00 AM - 3:00 AM,Thursday,United Kingdom: Trenton,Non motorway crash,Hit-and-run,Dark unlighted,Female,25,Suspected minor injury (B),Motor vehicle driver,43,Male
2019,January,9,6:00 PM - 7:00 PM,Thursday,United Kingdom: Highland Park,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,No injury (O),Motor vehicle driver,59,Male
2019,January,9,6:00 AM - 7:00 AM,Thursday,United Kingdom: Bradford,Non motorway crash,Not hit-and-run,Dark unlighted,Female,40,Suspected serious injury (A),Motor vehicle driver,26,Male
2019,January,9,9:00 PM - 10:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,February,9,6:00 PM - 7:00 PM,Sunday,United Kingdom: Westland,Motorway crash,Not hit-and-run,Dark lighted,Female,45,Suspected minor injury (B),Motor vehicle driver,27,Female
2019,April,9,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,36,Male
2019,April,9,6:00 PM - 7:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,April,9,3:00 PM - 4:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Male
2019,May,9,5:00 PM - 6:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,48,Male
2019,May,9,2:00 PM - 3:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,31,Male
2019,May,9,7:00 PM - 8:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,19,Male
2019,May,9,10:00 AM - 11:00 AM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,28,Female
2019,May,9,8:00 PM - 9:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dusk,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,June,9,12:00 noon - 1:00 PM,Monday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Daylight,Female,40,Possible injury (C),Motor vehicle driver,75,Male
2019,June,9,10:00 PM - 11:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,30,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,June,9,5:00 PM - 6:00 PM,Monday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Male
2019,July,9,7:00 AM - 8:00 AM,Wednesday,United Kingdom: Wayne,Motorway crash,Not hit-and-run,Daylight,Female,40,Suspected minor injury (B),Motor vehicle driver,24,Male
2019,July,9,9:00 PM - 10:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,August,9,3:00 PM - 4:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,47,Male
2019,September,9,12:00 noon - 1:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,28,Female
2019,October,9,2:00 PM - 3:00 PM,Thursday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,42,Male
2019,October,9,9:00 AM - 10:00 AM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,27,Male
2019,October,9,9:00 AM - 10:00 AM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,28,Female
2019,October,9,5:00 PM - 6:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,No injury (O),Motor vehicle driver,21,Female
2019,October,9,3:00 PM - 4:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,22,Male
2019,October,9,6:00 AM - 7:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,59,Male
2019,October,9,11:00 AM - 12:00 noon,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Female,35,Suspected serious injury (A),Motor vehicle driver,31,Male
2019,October,9,7:00 PM - 8:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Female,30,Possible injury (C),Motor vehicle driver,77,Male
2019,November,9,8:00 PM - 9:00 PM,Sunday,United Kingdom: Cambridge,Non motorway crash,Not hit-and-run,Dark lighted,Female,70,Fatal injury (K),Motor vehicle driver,66,Female
2019,November,9,12:00 noon - 1:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,40,Female
2019,December,9,6:00 PM - 7:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Female,25,No injury (O),Motor vehicle driver,55,Male
2019,December,9,12:00 midnight - 1:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2019,December,9,9:00 AM - 10:00 AM,Tuesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,28,Female
2019,December,9,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,30,No injury (O),Motor vehicle driver,28,Female
2019,January,10,2:00 PM - 3:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Male
2019,January,10,9:00 PM - 10:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,February,10,3:00 PM - 4:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,15,No injury (O),Motor vehicle driver,28,Female
2019,April,10,1:00 PM - 2:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,28,Female
2019,April,10,2:00 PM - 3:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2019,May,10,8:00 PM - 9:00 PM,Saturday,United Kingdom: Wolverhampton,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,July,10,9:00 PM - 10:00 PM,Thursday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,25,Suspected serious injury (A),Motor vehicle driver,59,Male
2019,July,10,6:00 AM - 7:00 AM,Thursday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,August,10,2:00 AM - 3:00 AM,Sunday,United Kingdom: Cambridge,Non motorway crash,Not hit-and-run,Dark lighted,Female,55,Fatal injury (K),Motor vehicle driver,35,Male
2019,August,10,2:00 AM - 3:00 AM,Sunday,United Kingdom: Cambridge,Non motorway crash,Not hit-and-run,Dark lighted,Female,55,Fatal injury (K),Motor vehicle driver,28,Female
2019,August,10,12:00 noon - 1:00 PM,Sunday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,59,Female
2019,August,10,3:00 AM - 4:00 AM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,August,10,10:00 PM - 11:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,35,No injury (O),Motor vehicle driver,28,Female
2019,September,10,1:00 PM - 2:00 PM,Wednesday,United Kingdom: Wolverhampton,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,68,Female
2019,September,10,12:00 noon - 1:00 PM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,36,Female
2019,September,10,1:00 PM - 2:00 PM,Wednesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Daylight,Female,45,Possible injury (C),Motor vehicle driver,28,Female
2019,October,10,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,21,Female
2019,October,10,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,37,Male
2019,October,10,4:00 PM - 5:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dusk,Female,20,Possible injury (C),Motor vehicle driver,59,Male
2019,October,10,9:00 PM - 10:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark unlighted,Female,35,Suspected minor injury (B),Motor vehicle driver,62,Male
2019,October,10,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,25,Fatal injury (K),Motor vehicle driver,28,Female
2019,November,10,8:00 AM - 9:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,No injury (O),Motor vehicle driver,47,Male
2019,November,10,7:00 AM - 8:00 AM,Monday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Suspected minor injury (B),Motor vehicle driver,28,Male
2019,January,11,7:00 PM - 8:00 PM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,35,No injury (O),Motor vehicle driver,28,Female
2019,January,11,12:00 midnight - 1:00 AM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,25,Fatal injury (K),Motor vehicle driver,28,Female
2019,January,11,1:00 AM - 2:00 AM,Saturday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark unlighted,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,February,11,10:00 AM - 11:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,35,Suspected minor injury (B),Motor vehicle driver,51,Female
2019,March,11,7:00 AM - 8:00 AM,Tuesday,United Kingdom: Derby,Non motorway crash,Not hit-and-run,Dark unlighted,Female,35,Possible injury (C),Motor vehicle driver,80,Male
2019,March,11,1:00 PM - 2:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,March,11,1:00 AM - 2:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,18,Female
2019,March,11,1:00 AM - 2:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,28,Male
2019,May,11,6:00 PM - 7:00 PM,Sunday,United Kingdom: Wolverhampton Heights,Non motorway crash,Not hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,May,11,3:00 PM - 4:00 PM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,28,Female
2019,May,11,2:00 AM - 3:00 AM,Sunday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,30,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,June,11,8:00 PM - 9:00 PM,Wednesday,United Kingdom: Wolverhampton Heights,Motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,35,Female
2019,July,11,11:00 PM - 12:00 midnight,Friday,United Kingdom: Dewsbury,Motorway crash,Not hit-and-run,Dark lighted,Female,40,Suspected minor injury (B),Motor vehicle driver,66,Female
2019,July,11,3:00 PM - 4:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,40,No injury (O),Motor vehicle driver,52,Female
2019,July,11,12:00 noon - 1:00 PM,Friday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Possible injury (C),Motor vehicle driver,40,Female
2019,July,11,10:00 PM - 11:00 PM,Friday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark unlighted,Female,25,No injury (O),Motor vehicle driver,28,Female
2019,August,11,10:00 PM - 11:00 PM,Monday,United Kingdom: Dewsbury,Non motorway crash,Hit-and-run,Dark lighted,Female,45,Possible injury (C),Motor vehicle driver,74,Female
2019,October,11,8:00 AM - 9:00 AM,Saturday,United Kingdom: Derby,Motorway crash,Not hit-and-run,Daylight,Female,45,Suspected serious injury (A),Motor vehicle driver,29,Male
2019,October,11,11:00 PM - 12:00 midnight,Saturday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,35,Possible injury (C),Motor vehicle driver,21,Male
2019,October,11,10:00 AM - 11:00 AM,Saturday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,No injury (O),Motor vehicle driver,64,Male
2019,November,11,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,24,Male
2019,November,11,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,67,Female
2019,November,11,6:00 PM - 7:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,28,Male
2019,November,11,7:00 PM - 8:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark lighted,Female,30,Possible injury (C),Motor vehicle driver,28,Female
2019,November,11,6:00 PM - 7:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Dark unlighted,Female,25,Fatal injury (K),Motor vehicle driver,26,Female
2019,November,11,5:00 PM - 6:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Dark lighted,Female,35,Possible injury (C),Motor vehicle driver,72,Male
2019,November,11,12:00 midnight - 1:00 AM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2019,November,11,5:00 PM - 6:00 PM,Tuesday,United Kingdom: Birmingham,Motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected minor injury (B),Motor vehicle driver,28,Male
2019,December,11,9:00 AM - 10:00 AM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,19,Male
2019,December,11,4:00 PM - 5:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,59,Male
2019,December,11,4:00 PM - 5:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,35,Suspected minor injury (B),Motor vehicle driver,62,Male
2019,December,11,3:00 PM - 4:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Other / unknown,Female,30,Possible injury (C),Motor vehicle driver,22,Male
2019,March,12,10:00 AM - 11:00 AM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,25,Possible injury (C),Motor vehicle driver,21,Female
2019,March,12,8:00 AM - 9:00 AM,Wednesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Possible injury (C),Motor vehicle driver,61,Male
2019,April,12,5:00 PM - 6:00 PM,Saturday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Daylight,Female,25,Suspected minor injury (B),Motor vehicle driver,28,Male
2019,May,12,10:00 PM - 11:00 PM,Monday,United Kingdom: Birmingham,Non motorway crash,Hit-and-run,Dark lighted,Female,35,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,June,12,6:00 PM - 7:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,37,Male
2019,June,12,6:00 PM - 7:00 PM,Thursday,United Kingdom: Birmingham,Motorway crash,Not hit-and-run,Daylight,Female,25,Suspected serious injury (A),Motor vehicle driver,28,Female
2019,July,12,10:00 PM - 11:00 PM,Saturday,United Kingdom: Thursk,Non motorway crash,Hit-and-run,Dark unlighted,Female,25,Possible injury (C),Motor vehicle driver,63,Male
2019,August,12,1:00 PM - 2:00 PM,Tuesday,United Kingdom: Birmingham,Non motorway crash,Not hit-and-run,Daylight,Female,30,Suspected minor injury (B),Motor vehicle driver,63,Male
